diseaseId,geneId,geneSymbol,DSI,DPI,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,Gene_Description,PsychiatricDisorder,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC.ID,Approved.name,Ensembl.gene.ID
C0001973,113,ADCY7,0.685,0.345,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0525045,113,ADCY7,0.685,0.345,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0041696,113,ADCY7,0.685,0.345,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0011570,113,ADCY7,0.685,0.345,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0011581,114,ADCY8,0.735,0.345,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0005586,114,ADCY8,0.735,0.345,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0011570,114,ADCY8,0.735,0.345,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0525045,114,ADCY8,0.735,0.345,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.51,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0005586,116,ADCYAP1,0.598,0.586,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.33,0.75,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C0011581,116,ADCYAP1,0.598,0.586,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0036341,116,ADCYAP1,0.598,0.586,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.38,0.75,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011570,116,ADCYAP1,0.598,0.586,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0005586,117,ADCYAP1R1,0.633,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C1269683,117,ADCYAP1R1,0.633,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,117,ADCYAP1R1,0.633,0.483,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.33,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0011581,117,ADCYAP1R1,0.633,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0041696,117,ADCYAP1R1,0.633,0.483,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0011570,117,ADCYAP1R1,0.633,0.483,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0001973,124,ADH1A,0.676,0.448,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.33,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0011581,125,ADH1B,0.525,0.759,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0236664,125,ADH1B,0.525,0.759,ALCOHOLIC DISORDER,GROUP,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,0.5,ALDEHYDE DEHYDROGENASE 2 FAMILY (MITOCHONDRIAL),ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:404,ALDEHYDE DEHYDROGENASE 2 FAMILY MEMBER,ENSG00000111275
C0001973,125,ADH1B,0.525,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.7,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0085762,125,ADH1B,0.525,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.58,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0033975,125,ADH1B,0.525,0.759,PSYCHOTIC DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0001956,125,ADH1B,0.525,0.759,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.4,0.9,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:252,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ENSG00000198099
C0011570,125,ADH1B,0.525,0.759,DEPRESSIVE DISORDER,DISEASE,F01,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,ALPHA-2-MACROGLOBULIN,DEPRESSIVE DISORDERS,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7,ALPHA-2-MACROGLOBULIN,ENSG00000175899
C0001956,126,ADH1C,0.567,0.655,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:252,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ENSG00000198099
C0001973,126,ADH1C,0.567,0.655,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.7,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0085762,126,ADH1C,0.567,0.655,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.53,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0001973,127,ADH4,0.672,0.379,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.4,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0085762,127,ADH4,0.672,0.379,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0001956,127,ADH4,0.672,0.379,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:252,"ALCOHOL DEHYDROGENASE 4 (CLASS II), PI POLYPEPTIDE",ENSG00000198099
C0001973,128,ADH5,0.659,0.517,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0001973,130,ADH6,0.834,0.207,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0001973,131,ADH7,0.656,0.448,ALCOHOLIC DISORDER,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.36,1,"ABO BLOOD GROUP (TRANSFERASE A, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE; TRANSFERASE B, ALPHA 1-3-GALACTOSYLTRANSFERASE)",ALCOHOL USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:79,"ABO, ALPHA 1-3-N-ACETYLGALACTOSAMINYLTRANSFERASE AND ALPHA 1-3-GALACTOSYLTRANSFERASE",ENSG00000175164
C0036341,133,ADM,0.471,0.724,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.32,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,134,ADORA1,0.616,0.552,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0525045,135,ADORA2A,0.537,0.69,MOOD DISORDERS,GROUP,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY G (WHITE), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:73,ATP BINDING CASSETTE SUBFAMILY G MEMBER 1,ENSG00000160179
C0036341,135,ADORA2A,0.537,0.69,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.36,0.75,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036341,146,ADRA1D,0.707,0.379,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0036337,148,ADRA1A,0.548,0.69,SCHIZOAFFECTIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,0.5,ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 6,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:16496,ACYL-COA SYNTHETASE LONG CHAIN FAMILY MEMBER 6,ENSG00000164398
C0006870,148,ADRA1A,0.548,0.69,CANNABIS DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ADRENOCEPTOR ALPHA 1A,CANNABIS USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C0024809,148,ADRA1A,0.548,0.69,MARIJUANA ABUSE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.02,1,ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1,CANNABIS USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:21027,ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1,ENSG00000170209
C0005586,148,ADRA1A,0.548,0.69,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",BIPOLAR DISORDERS AND RELATED DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ATP BINDING CASSETTE SUBFAMILY A MEMBER 13,ENSG00000179869
C1269683,148,ADRA1A,0.548,0.69,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0036341,148,ADRA1A,0.548,0.69,SCHIZOPHRENIA,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.39,1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1,ENSG00000165029
C0009171,148,ADRA1A,0.548,0.69,COCAINE DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ADRENOCEPTOR ALPHA 1A,COCAINE USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C0600427,148,ADRA1A,0.548,0.69,COCAINE DEPENDENCE,DISEASE,C25;F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.31,1,ADRENOCEPTOR ALPHA 1A,COCAINE USE DISORDERS,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ADRENOCEPTOR ALPHA 1A,ENSG00000120907
C1269683,150,ADRA2A,0.633,0.414,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
C0041696,150,ADRA2A,0.633,0.414,DEPRESSIVE DISORDER,DISEASE,F03,MENTAL OR BEHAVIORAL DYSFUNCTION,0.01,1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",DEPRESSIVE DISORDERS,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ATP BINDING CASSETTE SUBFAMILY B MEMBER 1,ENSG00000085563
